No.                      TimeTemperature°C
152              2020/4/5 2:36:19      23.4
153              2020/4/5 2:36:49      23.4
154              2020/4/5 2:37:19      23.4
155              2020/4/5 2:37:49      23.4
156              2020/4/5 2:38:19      23.4
157              2020/4/5 2:38:49      23.4
158              2020/4/5 2:39:19      23.4
159              2020/4/5 2:39:49      23.4
160              2020/4/5 2:40:19      23.4
161              2020/4/5 2:40:49      23.4
162              2020/4/5 2:41:19      23.4
163              2020/4/5 2:41:49      23.4
164              2020/4/5 2:42:19      23.4
165              2020/4/5 2:42:49      23.4
166              2020/4/5 2:43:19      23.5
167              2020/4/5 2:43:49      23.5
168              2020/4/5 2:44:19      23.5
169              2020/4/5 2:44:49      23.5
170              2020/4/5 2:45:19      23.5
171              2020/4/5 2:45:49      23.5
172              2020/4/5 2:46:19      23.5
173              2020/4/5 2:46:49      23.5
174              2020/4/5 2:47:19      23.5
175              2020/4/5 2:47:49      23.5
176              2020/4/5 2:48:19      23.5
177              2020/4/5 2:48:49      23.5
178              2020/4/5 2:49:19      23.5
179              2020/4/5 2:49:49      23.5
180              2020/4/5 2:50:19      23.5
181              2020/4/5 2:50:49      23.5
182              2020/4/5 2:51:19      23.5
183              2020/4/5 2:51:49      23.5
184              2020/4/5 2:52:19      23.5
185              2020/4/5 2:52:49      23.5
186              2020/4/5 2:53:19      23.5
187              2020/4/5 2:53:49      23.5
188              2020/4/5 2:54:19      23.5
189              2020/4/5 2:54:49      23.5
190              2020/4/5 2:55:19      23.5
191              2020/4/5 2:55:49      23.5
192              2020/4/5 2:56:19      23.5
193              2020/4/5 2:56:49      23.5
194              2020/4/5 2:57:19      23.5
195              2020/4/5 2:57:49      23.5
196              2020/4/5 2:58:19      23.5
197              2020/4/5 2:58:49      23.4
198              2020/4/5 2:59:19      23.4
199              2020/4/5 2:59:49      23.4
200              2020/4/5 3:00:19      23.4
201              2020/4/5 3:00:49      23.4
202              2020/4/5 3:01:19      23.4
203              2020/4/5 3:01:49      23.5
204              2020/4/5 3:02:19      23.5
205              2020/4/5 3:02:49      23.5
206              2020/4/5 3:03:19      23.5
207              2020/4/5 3:03:49      23.5
208              2020/4/5 3:04:19      23.5
209              2020/4/5 3:04:49      23.5
210              2020/4/5 3:05:19      23.5
211              2020/4/5 3:05:49      23.5
212              2020/4/5 3:06:19      23.5
213              2020/4/5 3:06:49      23.5
214              2020/4/5 3:07:19      23.4
215              2020/4/5 3:07:49      23.4
216              2020/4/5 3:08:19      23.4
217              2020/4/5 3:08:49      23.4
218              2020/4/5 3:09:19      23.4
219              2020/4/5 3:09:49      23.4
220              2020/4/5 3:10:19      23.4
221              2020/4/5 3:10:49      23.4
222              2020/4/5 3:11:19      23.4
223              2020/4/5 3:11:49      23.4
224              2020/4/5 3:12:19      23.4
225              2020/4/5 3:12:49      23.4
226              2020/4/5 3:13:19      23.4
227              2020/4/5 3:13:49      23.4
228              2020/4/5 3:14:19      23.4
229              2020/4/5 3:14:49      23.4
230              2020/4/5 3:15:19      23.4
231              2020/4/5 3:15:49      23.4
232              2020/4/5 3:16:19      23.4
233              2020/4/5 3:16:49      23.4
234              2020/4/5 3:17:19      23.4
235              2020/4/5 3:17:49      23.4
236              2020/4/5 3:18:19      23.4
237              2020/4/5 3:18:49      23.4
238              2020/4/5 3:19:19      23.4
239              2020/4/5 3:19:49      23.3
240              2020/4/5 3:20:19      23.3
241              2020/4/5 3:20:49      23.3
242              2020/4/5 3:21:19      23.3
243              2020/4/5 3:21:49      23.3
244              2020/4/5 3:22:19      23.3
245              2020/4/5 3:22:49      23.3
246              2020/4/5 3:23:19      23.3
247              2020/4/5 3:23:49      23.3
248              2020/4/5 3:24:19      23.3
249              2020/4/5 3:24:49      23.3
250              2020/4/5 3:25:19      23.3
251              2020/4/5 3:25:49      23.3
252              2020/4/5 3:26:19      23.3
253              2020/4/5 3:26:49      23.3
254              2020/4/5 3:27:19      23.3
255              2020/4/5 3:27:49      23.3
256              2020/4/5 3:28:19      23.3
257              2020/4/5 3:28:49      23.3
258              2020/4/5 3:29:19      23.3
259              2020/4/5 3:29:49      23.3
260              2020/4/5 3:30:19      23.3
261              2020/4/5 3:30:49      23.3
262              2020/4/5 3:31:19      23.3
263              2020/4/5 3:31:49      23.3
264              2020/4/5 3:32:19      23.4
265              2020/4/5 3:32:49      23.4
266              2020/4/5 3:33:19      23.4
267              2020/4/5 3:33:49      23.4
268              2020/4/5 3:34:19      23.4
